CaseID,Opened,Closed,Updated,Status,Responsible Agency,Category,Request Type,Request Details,Address,Neighborhood,Supervisor District,Point,Source,Media URL
3643439,05/14/2014 07:09:49 PM,06/24/2014 07:54:38 AM,06/24/2014 07:54:38 AM,Closed,PUC Streetlights Queue,Streetlights,Streetlight - Light_On_all_the_time,Light_On_all_the_time on Metal Pole,Intersection of MARKET ST and CASTRO ST,Castro,8.0,POINT (-122.43518829 37.76267242),Phone,
3643434,05/14/2014 07:06:57 PM,05/16/2014 02:25:05 PM,05/16/2014 02:25:05 PM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Planning,701_Insufficient_Frequency,Not associated with a specific address,,,POINT (0 0),Web,
3643431,05/14/2014 07:06:24 PM,05/19/2014 12:52:30 PM,05/19/2014 12:52:30 PM,Closed,DPT - Traffic Signal - G,General Request - MTA,request_for_service,parking_traffic_other - request_for_service,Intersection of FELL ST and MASONIC AVE,Panhandle,5.0,POINT (-122.44590427 37.77299537),Phone,
3643429,05/14/2014 07:04:02 PM,05/15/2014 09:22:26 AM,05/15/2014 09:22:26 AM,Closed,Clear Channel - Transit Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"906 GENEVA AVE, SAN FRANCISCO, CA, 94112",Crocker Amazon,11.0,POINT (-122.44083054 37.71625975),Mobile/Open311,http://mobile311.sfgov.org/reports/3643429/photos
3643426,05/14/2014 07:03:17 PM,05/15/2014 11:18:09 AM,05/15/2014 11:18:09 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"901 GENEVA AVE, SAN FRANCISCO, CA, 94112",Excelsior,11.0,POINT (-122.44082007 37.71634747),Mobile/Open311,http://mobile311.sfgov.org/reports/3643426/photos
3643421,05/14/2014 06:59:55 PM,08/21/2014 05:29:51 PM,08/21/2014 05:29:51 PM,Closed,Housing Authority SR Queue,SFHA Requests,Plumbing,Plumbing - Emergency,"1780 TURK ST, Apt 363, SAN FRANCISCO, CA, 94115",Western Addition,5.0,POINT (-122.43800354 37.78030014),Phone,
3643416,05/14/2014 06:57:57 PM,05/14/2014 07:09:18 PM,05/14/2014 07:09:18 PM,Closed,311 Service Request Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of FELL ST and MASONIC AVE,Panhandle,5.0,POINT (-122.44590427 37.77299537),Phone,
3643409,05/14/2014 06:51:29 PM,05/20/2014 08:14:03 AM,05/20/2014 08:14:03 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,champagne - Toyota - Camry - 7BJU900,"78 MIRABEL AVE, SAN FRANCISCO, CA, 94110",Bernal Heights,9.0,POINT (-122.41573835 37.74656689),Phone,
3643405,05/14/2014 06:50:07 PM,05/16/2014 02:52:12 PM,05/16/2014 02:52:12 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,601_Delay_No_Show,Not associated with a specific address,,,POINT (0 0),Phone,
3643403,05/14/2014 06:48:30 PM,05/20/2014 08:28:26 AM,05/20/2014 08:28:26 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,,Intersection of OGDEN AVE and ANDERSON ST,Bernal Heights,9.0,POINT (-122.41544342 37.73600006),Web,
3643395,05/14/2014 06:46:31 PM,05/15/2014 10:34:31 AM,05/15/2014 10:34:31 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 18TH ST and CHURCH ST,Mission Dolores,8.0,POINT (-122.428143 37.761328),Mobile/Open311,
3643385,05/14/2014 06:40:46 PM,06/16/2014 02:21:22 PM,06/16/2014 02:21:22 PM,Closed,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Stickers,Street_Cleaning - Stickers; support - Other,Intersection of GROVE ST and STEINER ST,Alamo Square,5.0,POINT (-122.43302992 37.77655019),Phone,
3643369,05/14/2014 06:34:25 PM,05/15/2014 10:34:14 AM,05/15/2014 10:34:14 AM,Closed,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Pine Lake Park, , SAN FRANCISCO, CA, 94132",Parkside,4.0,POINT (-122.489033 37.735901),Mobile/Open311,
3643365,05/14/2014 06:30:04 PM,05/20/2014 06:34:49 AM,05/20/2014 06:34:49 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Silver - Honda - CRV  - 590YRX,Intersection of ELLIS ST and CYRIL MAGNIN ST,Downtown / Union Square,3.0,POINT (-122.4086684 37.78538838),Phone,
3643356,05/14/2014 06:27:33 PM,05/17/2014 01:30:08 AM,05/17/2014 01:30:08 AM,Closed,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of OTIS ST and DUBOCE AVE,South of Market,6.0,POINT (-122.42001018 37.77010993),Phone,
3643347,05/14/2014 06:20:45 PM,05/15/2014 03:32:37 PM,05/15/2014 03:32:37 PM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,602_Bunching,Not associated with a specific address,,,POINT (0 0),Web,
3643341,05/14/2014 06:18:47 PM,05/15/2014 10:52:19 AM,05/15/2014 10:52:19 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"205 7TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46578 37.784669),Mobile/Open311,http://mobile311.sfgov.org/reports/3643341/photos
3643334,05/14/2014 06:15:15 PM,05/15/2014 03:31:02 PM,05/15/2014 03:31:02 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Criminal_Activity,501_Altercation_Miscellaneous,Intersection of 19TH AVE and LINCOLN WAY,Inner Sunset,4.0,POINT (-122.47731018 37.76544952),Phone,
3643323,05/14/2014 06:09:16 PM,05/16/2014 09:08:52 AM,05/16/2014 09:08:52 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  -,,Not associated with a specific address,,,POINT (0 0),Web,
3643312,05/14/2014 06:04:45 PM,05/15/2014 12:01:43 PM,05/15/2014 12:01:43 PM,Closed,Recology_Abandoned,Encampments,Encampment items,Clothing,"632 COMMERCIAL ST, SAN FRANCISCO, CA, 94111",Chinatown,3.0,POINT (-122.40361961 37.79420514),Phone,
3643306,05/14/2014 06:02:58 PM,05/21/2014 08:35:59 AM,05/21/2014 08:35:59 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,cream - camper van - camper van - 6VQP441,Intersection of CIRCULAR AVE and STAPLES AVE,Mission Terrace,7.0,POINT (-122.44259685 37.72910161),Phone,
3643304,05/14/2014 06:02:20 PM,05/15/2014 09:07:49 AM,05/15/2014 09:07:49 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"430 HYDE ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.41606232 37.78475203),Phone,
3643299,05/14/2014 06:00:14 PM,05/15/2014 10:22:29 AM,05/15/2014 10:22:29 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of PRESIDIO AVE and SUTTER ST,Laurel Heights / Jordan Park,2.0,POINT (-122.44624905 37.78443614),Phone,
3643297,05/14/2014 05:59:55 PM,05/21/2014 08:36:27 AM,05/21/2014 08:36:27 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Trailer,black - boat trailor - boat trailor - ND5396,Intersection of CIRCULAR AVE and STAPLES AVE,Mission Terrace,7.0,POINT (-122.44259685 37.72910161),Phone,
3643293,05/14/2014 05:59:15 PM,05/20/2014 06:52:47 AM,05/20/2014 06:52:47 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,WHITE - FORD - F250 - 7C06510,"1806 42ND AVE, SAN FRANCISCO, CA, 94122",Outer Sunset,4.0,POINT (-122.50103993 37.75299187),Phone,
3643292,05/14/2014 05:58:48 PM,05/16/2014 10:41:50 AM,05/16/2014 10:41:50 AM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Intersection of SANSOME ST and SACRAMENTO ST,Financial District,3.0,POINT (-122.40131378 37.79398727),Phone,
3643285,05/14/2014 05:57:43 PM,05/15/2014 10:34:57 AM,05/15/2014 10:34:57 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"317 CORNWALL ST, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46257 37.784774),Mobile/Open311,http://mobile311.sfgov.org/reports/3643285/photos
3643281,05/14/2014 05:56:21 PM,05/16/2014 10:42:53 AM,05/16/2014 10:42:53 AM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Intersection of BAY ST and POLK ST,Russian Hill,2.0,POINT (-122.42346954 37.80435562),Phone,
3643279,05/14/2014 05:55:40 PM,05/15/2014 11:17:10 AM,05/15/2014 11:17:10 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of CLEMENTINA ST and GALLAGHER LN,South of Market,6.0,POINT (-122.402831 37.781614),Mobile/Open311,http://mobile311.sfgov.org/reports/3643279/photos
3643275,05/14/2014 05:54:03 PM,05/15/2014 10:15:03 AM,05/15/2014 10:15:03 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"2060 OFARRELL ST, SAN FRANCISCO, CA, 94115",Western Addition,5.0,POINT (-122.43865548 37.78258621),Phone,
3643274,05/14/2014 05:53:47 PM,05/16/2014 11:04:17 AM,05/16/2014 11:04:17 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"174 NIAGARA AVE, SAN FRANCISCO, CA, 94112",Cayuga,11.0,POINT (-122.44432702 37.7177666),Phone,
3643271,05/14/2014 05:52:34 PM,05/20/2014 08:10:59 AM,05/20/2014 08:10:59 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,GREY - BMW - 325CI - JCB885,"17 17th AVE, SAN FRANCISCO, CA, 94121",Lake Street,1.0,POINT (-122.47668699 37.78666846),Phone,
3643268,05/14/2014 05:52:24 PM,05/16/2014 10:43:39 AM,05/16/2014 10:43:39 AM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Commendation,401_Employee_Commendation,Not associated with a specific address,,,POINT (0 0),Twitter,
3643266,05/14/2014 05:51:57 PM,05/14/2014 07:04:46 PM,05/14/2014 07:04:46 PM,Closed,PUC - Water - G,General Request - PUC,request_for_service,water - request_for_service,Intersection of SOUTH ST and 3RD ST,Mission Bay,6.0,POINT (-122.38923839 37.76882439),Phone,
3643261,05/14/2014 05:50:44 PM,05/15/2014 12:00:00 PM,05/15/2014 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Lifted_sidewalk_other,"2666 21ST AVE, SAN FRANCISCO, CA, 94116",Parkside,4.0,POINT (-122.4774191 37.73799108),Phone,
3643259,05/14/2014 05:50:07 PM,05/16/2014 10:44:59 AM,05/16/2014 10:44:59 AM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Intersection of SANSOME ST and SACRAMENTO ST,Financial District,3.0,POINT (-122.40131378 37.79398727),Phone,
3643257,05/14/2014 05:49:31 PM,05/16/2014 11:03:49 AM,05/16/2014 11:03:49 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Services_Service_Delivery_Facilities,601_Delay_No_Show,Not associated with a specific address,,,POINT (0 0),Web,
3643253,05/14/2014 05:47:41 PM,05/17/2014 01:30:10 AM,05/17/2014 01:30:10 AM,Closed,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of CALIFORNIA ST and SANSOME ST,Financial District,3.0,POINT (-122.40112563 37.79305872),Phone,
3643237,05/14/2014 05:39:29 PM,05/15/2014 02:36:42 AM,05/15/2014 02:36:42 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"279 CLINTON PARK, SAN FRANCISCO, CA, 94103",Mission Dolores,8.0,POINT (-122.4262333 37.76895633),Phone,
3643236,05/14/2014 05:39:16 PM,05/15/2014 11:17:16 AM,05/15/2014 11:17:16 AM,Closed,Recology_Abandoned,Encampments,Encampment items,Cart Pickup,"550 BRYANT ST, SAN FRANCISCO, CA, 94107",South of Market,6.0,POINT (-122.3970064 37.78045637),Phone,
3643233,05/14/2014 05:38:22 PM,05/15/2014 09:22:12 AM,05/15/2014 09:22:12 AM,Closed,Clear Channel - Transit Queue,Graffiti,Graffiti on Transit_Shelter_Platform,Transit_Shelter_Platform - Offensive,Intersection of HAYES ST and PIERCE ST,Alamo Square,5.0,POINT (-122.43410884 37.7754266),Mobile/Open311,http://mobile311.sfgov.org/reports/3643233/photos
3643229,05/14/2014 05:36:09 PM,05/23/2014 01:47:50 PM,05/23/2014 01:47:50 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of POST ST and VAN NESS AVE,Lower Nob Hill,3.0,POINT (-122.42157227 37.78661816),Phone,
3643220,05/14/2014 05:32:27 PM,05/15/2014 08:50:07 AM,05/15/2014 08:50:07 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"854 ELLIS ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.42041021 37.78433251),Mobile/Open311,http://mobile311.sfgov.org/reports/3643220/photos
3643215,05/14/2014 05:31:49 PM,06/24/2014 07:53:32 AM,06/24/2014 07:53:32 AM,Closed,PUC Streetlights Queue,Streetlights,Streetlight - Light_On_all_the_time,Light_On_all_the_time on Unknown Pole,Intersection of MARKET ST and 16TH ST,Castro,8.0,POINT (-122.43307495 37.76419449),Phone,
3643213,05/14/2014 05:31:14 PM,05/16/2014 01:43:52 PM,05/16/2014 01:43:52 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Intersection of POTRERO AVE and 24TH ST,Potrero Hill,9.0,POINT (-122.40633392 37.75300217),Phone,
3643208,05/14/2014 05:30:41 PM,07/31/2014 02:01:41 PM,07/31/2014 02:01:41 PM,Closed,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Defaced,Permit_Parking - Defaced; support - OK,Intersection of MASON ST and FRANCISCO ST,North Beach,3.0,POINT (-122.41342926 37.80468369),Web,
3643205,05/14/2014 05:29:57 PM,05/16/2014 02:17:12 PM,05/16/2014 02:17:12 PM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Not associated with a specific address,,,POINT (0 0),Web,
3643198,05/14/2014 05:28:07 PM,05/16/2014 01:55:49 PM,05/16/2014 01:55:49 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Not associated with a specific address,,,POINT (0 0),Phone,
3643195,05/14/2014 05:26:57 PM,05/16/2014 01:57:10 PM,05/16/2014 01:57:10 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Planning,701_Insufficient_Frequency,Not associated with a specific address,,,POINT (0 0),Phone,
3643189,05/14/2014 05:25:37 PM,05/27/2014 11:39:15 AM,05/27/2014 11:39:15 AM,Closed,Animal Care and Control - G,General Request - ANIMAL CARE CONTROL,request_for_service,animal_care_control - request_for_service,"1124 ATHENS ST, SAN FRANCISCO, CA, 94112",Crocker Amazon,11.0,POINT (-122.43521325 37.71264803),Phone,
3643185,05/14/2014 05:24:35 PM,07/31/2014 02:01:41 PM,07/31/2014 02:01:41 PM,Closed,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Stickers,Street_Cleaning - Stickers; support - Other,Intersection of PAGE ST and STEINER ST,Lower Haight,5.0,POINT (-122.43228249 37.77282938),Phone,
3643184,05/14/2014 05:24:21 PM,05/20/2014 08:15:58 AM,05/20/2014 08:15:58 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,black - Honda - civic - 6TUP655,"155 WINFIELD ST, SAN FRANCISCO, CA, 94110",Bernal Heights,9.0,POINT (-122.41857147 37.74233246),Web,
3643176,05/14/2014 05:21:56 PM,05/15/2014 11:04:38 AM,05/15/2014 11:04:38 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"48 HOFF ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.42056092 37.76418337),Mobile/Open311,http://mobile311.sfgov.org/reports/3643176/photos
3643175,05/14/2014 05:21:35 PM,05/20/2014 07:37:57 AM,05/20/2014 07:37:57 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,whit/brown - FORD -  - NONE,"1895 FUNSTON AVE, SAN FRANCISCO, CA, 94116",Golden Gate Heights,7.0,POINT (-122.47010803 37.75281143),Phone,
3643172,05/14/2014 05:21:10 PM,05/20/2014 10:50:29 AM,05/20/2014 10:50:29 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"888 OFARRELL ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.41921529 37.78535584),Mobile/Open311,http://mobile311.sfgov.org/reports/3643172/photos
3643169,05/14/2014 05:20:29 PM,05/14/2014 05:51:03 AM,05/14/2014 05:51:03 AM,Closed,DPW Ops Queue,Encampments,Encampment Reports,Encampment Cleanup,Intersection of ELLINGTON AVE and FARRAGUT AVE,Outer Mission,11.0,POINT (-122.44946429 37.71006711),Phone,
3643163,05/14/2014 05:19:35 PM,05/16/2014 02:16:24 PM,05/16/2014 02:16:24 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Not associated with a specific address,,,POINT (0 0),Phone,
3643151,05/14/2014 05:15:18 PM,05/16/2014 07:41:05 AM,05/16/2014 07:41:05 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"755 FREDERICK ST, SAN FRANCISCO, CA, 94117",Parnassus Heights,8.0,POINT (-122.45673965 37.76590954),Mobile/Open311,http://mobile311.sfgov.org/reports/3643151/photos
3643146,05/14/2014 05:14:11 PM,05/15/2014 02:05:44 PM,05/15/2014 02:05:44 PM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  -,,Not associated with a specific address,,,POINT (0 0),Web,
3643144,05/14/2014 05:13:55 PM,04/14/2015 08:47:00 AM,04/14/2015 08:47:00 AM,Closed,DPW BSM Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"706 POLK ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.4191453 37.78352729),Mobile/Open311,http://mobile311.sfgov.org/reports/3643144/photos
3643142,05/14/2014 05:13:39 PM,05/15/2014 10:02:55 AM,05/15/2014 10:02:55 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"720 FILBERT ST, SAN FRANCISCO, CA, 94133",Russian Hill,3.0,POINT (-122.41154559 37.80115843),Phone,
3643135,05/14/2014 05:11:54 PM,05/23/2014 01:47:34 PM,05/23/2014 01:47:34 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of AUSTIN ST and VAN NESS AVE,Cathedral Hill,2.0,POINT (-122.42214466 37.78894096),Phone,
3643134,05/14/2014 05:11:29 PM,05/15/2014 08:48:59 AM,05/15/2014 08:48:59 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"650 EDDY ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.41853259 37.78364972),Mobile/Open311,http://mobile311.sfgov.org/reports/3643134/photos
3643127,05/14/2014 05:10:08 PM,05/15/2014 02:04:29 PM,05/15/2014 02:04:29 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Intersection of 1ST ST and MARKET ST,Financial District,6.0,POINT (-122.39914703 37.79101563),Phone,
3643126,05/14/2014 05:09:42 PM,06/12/2014 02:16:14 PM,06/12/2014 02:16:14 PM,Closed,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign - Defaced,Permit_Parking - Defaced; support - OK,Intersection of 17TH ST and MARKET ST,Castro,8.0,POINT (-122.4351877 37.76267028),Phone,
3643115,05/14/2014 05:06:39 PM,05/20/2014 08:07:11 AM,05/20/2014 08:07:11 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE  - STRECH LIMO -  - NONE,Intersection of 15TH ST and RHODE ISLAND ST,Showplace Square,6.0,POINT (-122.40280739 37.76737277),Phone,
3643111,05/14/2014 05:05:59 PM,06/04/2014 10:20:38 AM,06/04/2014 10:20:38 AM,Closed,DPT Color Curb Queue,Color Curb,White_Fee Color Curb Request,White_Fee zone for Other,Not associated with a specific address,,,POINT (0 0),Phone,
3643107,05/14/2014 05:04:26 PM,05/19/2014 12:00:00 PM,05/19/2014 12:00:00 PM,Closed,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Scaffolding blocking sidewalk,"527 UNION ST, SAN FRANCISCO, CA, 94133",North Beach,3.0,POINT (-122.40804321 37.80052568),Phone,
3643104,05/14/2014 05:03:52 PM,05/20/2014 07:59:55 AM,05/20/2014 07:59:55 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Trailer,BEIGE - ITASCA -  - 6RYG313,"155 DE HARO ST, SAN FRANCISCO, CA, 94103",Showplace Square,6.0,POINT (-122.40182712 37.76800939),Phone,
3643102,05/14/2014 05:03:47 PM,05/14/2014 05:42:39 PM,05/14/2014 05:42:39 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"744 ALABAMA ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.411804 37.759781),Mobile/Open311,
3643097,05/14/2014 05:02:47 PM,05/21/2014 12:31:16 PM,05/21/2014 12:31:16 PM,Closed,311 Supervisor Queue,General Request - MTA,complaint,parking_traffic_other - complaint,Not associated with a specific address,,,POINT (0 0),Phone,
3643089,05/14/2014 05:00:37 PM,05/17/2014 11:00:06 AM,05/17/2014 11:00:06 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Offensive,Intersection of MCALLISTER ST and HYDE ST,Civic Center,5.0,POINT (-122.41531372 37.78071976),Web,
3643088,05/14/2014 05:00:26 PM,05/23/2014 01:47:18 PM,05/23/2014 01:47:18 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"16 TAPIA DR, SAN FRANCISCO, CA, 94132",Parkmerced,7.0,POINT (-122.48183865 37.721869),Phone,
3643086,05/14/2014 04:59:59 PM,05/16/2014 08:12:44 AM,05/16/2014 08:12:44 AM,Closed,PUC Sewer Ops,Sewer Issues,Odor,From_side_sewer_vent,"2475 MARKET ST, SAN FRANCISCO, CA, 94114",Castro,8.0,POINT (-122.43618001 37.76197411),Mobile/Open311,http://mobile311.sfgov.org/reports/3643086/photos
3643085,05/14/2014 04:59:42 PM,05/15/2014 01:12:56 AM,05/15/2014 01:12:56 AM,Closed,DPW Ops Queue,Litter Receptacles,Tipped_over,,Intersection of VAN NESS AVE and JACKSON ST,Pacific Heights,3.0,POINT (-122.42304929 37.79393382),Phone,
3643082,05/14/2014 04:59:20 PM,05/15/2014 01:43:00 AM,05/15/2014 01:43:00 AM,Closed,DPW Ops Queue,Illegal Postings,Illegal Posting - No_Posting_Date,No_Posting_Date,Intersection of MCALLISTER ST and LARKIN ST,Civic Center,5.0,POINT (-122.41694641 37.7804718),Web,
3643078,05/14/2014 04:58:35 PM,05/18/2014 09:00:00 AM,05/18/2014 09:00:00 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of VAN NESS AVE and MCALLISTER ST,Civic Center,5.0,POINT (-122.42024994 37.78007507),Web,
